from_author_id,to_author_id,weight
https://openalex.org/A5006120288,https://openalex.org/A5080152304,1
https://openalex.org/A5006120288,https://openalex.org/A5080505347,1
https://openalex.org/A5006120288,https://openalex.org/A5081524121,1
https://openalex.org/A5006120288,https://openalex.org/A5082000265,1
https://openalex.org/A5006120288,https://openalex.org/A5083528596,1
https://openalex.org/A5006120288,https://openalex.org/A5086148004,1
https://openalex.org/A5006120288,https://openalex.org/A5086635152,1
https://openalex.org/A5006120288,https://openalex.org/A5090009163,1
https://openalex.org/A5006120288,https://openalex.org/A5101785022,1
https://openalex.org/A5006120288,https://openalex.org/A5103134481,1
https://openalex.org/A5006120288,https://openalex.org/A5104108927,1
https://openalex.org/A5006120288,https://openalex.org/A5107936554,1
https://openalex.org/A5006120288,https://openalex.org/A5108072182,1
https://openalex.org/A5006120288,https://openalex.org/A5108091448,1
https://openalex.org/A5006120288,https://openalex.org/A5108144975,1
https://openalex.org/A5006120288,https://openalex.org/A5109157215,1
https://openalex.org/A5006120288,https://openalex.org/A5109602539,1
https://openalex.org/A5006120288,https://openalex.org/A5112818613,1
https://openalex.org/A5006120288,https://openalex.org/A5112902933,1
https://openalex.org/A5006120288,https://openalex.org/A5113796817,1
https://openalex.org/A5006120288,https://openalex.org/A5114045132,1
https://openalex.org/A5006120288,https://openalex.org/A5114045133,1
https://openalex.org/A5006215958,https://openalex.org/A5006679927,1
https://openalex.org/A5006215958,https://openalex.org/A5007695310,1
https://openalex.org/A5006215958,https://openalex.org/A5008571658,1
https://openalex.org/A5006215958,https://openalex.org/A5008575290,1
https://openalex.org/A5006215958,https://openalex.org/A5011882746,1
https://openalex.org/A5006215958,https://openalex.org/A5015452463,1
https://openalex.org/A5006215958,https://openalex.org/A5017453435,1
https://openalex.org/A5006215958,https://openalex.org/A5018408477,1
https://openalex.org/A5006215958,https://openalex.org/A5019826465,1
https://openalex.org/A5006215958,https://openalex.org/A5025481201,1
https://openalex.org/A5006215958,https://openalex.org/A5032994640,1
https://openalex.org/A5006215958,https://openalex.org/A5033150664,1
https://openalex.org/A5006215958,https://openalex.org/A5033683059,1
https://openalex.org/A5006215958,https://openalex.org/A5034248834,1
https://openalex.org/A5006215958,https://openalex.org/A5035078504,1
https://openalex.org/A5006215958,https://openalex.org/A5041516869,1
https://openalex.org/A5006215958,https://openalex.org/A5042194412,1
https://openalex.org/A5006215958,https://openalex.org/A5044113079,1
https://openalex.org/A5006215958,https://openalex.org/A5045996720,1
https://openalex.org/A5006215958,https://openalex.org/A5048622877,1
https://openalex.org/A5006215958,https://openalex.org/A5049268821,1
https://openalex.org/A5006215958,https://openalex.org/A5050603102,1
https://openalex.org/A5006215958,https://openalex.org/A5056774275,1
https://openalex.org/A5006215958,https://openalex.org/A5056984467,1
https://openalex.org/A5006215958,https://openalex.org/A5057159975,1
https://openalex.org/A5006215958,https://openalex.org/A5057695278,1
https://openalex.org/A5006215958,https://openalex.org/A5060691228,1
https://openalex.org/A5006215958,https://openalex.org/A5060897112,1
https://openalex.org/A5006215958,https://openalex.org/A5061235109,1
https://openalex.org/A5006215958,https://openalex.org/A5061717541,1
https://openalex.org/A5006215958,https://openalex.org/A5062073470,1
https://openalex.org/A5006215958,https://openalex.org/A5064998398,1
https://openalex.org/A5006215958,https://openalex.org/A5065568454,1
https://openalex.org/A5006215958,https://openalex.org/A5065964282,1
https://openalex.org/A5006215958,https://openalex.org/A5067043429,1
https://openalex.org/A5006215958,https://openalex.org/A5067377847,1
https://openalex.org/A5006215958,https://openalex.org/A5067653484,1
https://openalex.org/A5006215958,https://openalex.org/A5068663980,1
https://openalex.org/A5006215958,https://openalex.org/A5070017829,1
https://openalex.org/A5006215958,https://openalex.org/A5070124847,1
https://openalex.org/A5006215958,https://openalex.org/A5072261829,1
https://openalex.org/A5006215958,https://openalex.org/A5072512285,1
https://openalex.org/A5006215958,https://openalex.org/A5074068450,1
https://openalex.org/A5006215958,https://openalex.org/A5074257477,1
https://openalex.org/A5006215958,https://openalex.org/A5075496480,1
https://openalex.org/A5006215958,https://openalex.org/A5075871949,1
https://openalex.org/A5006215958,https://openalex.org/A5078874795,1
https://openalex.org/A5006215958,https://openalex.org/A5080152304,1
https://openalex.org/A5006215958,https://openalex.org/A5080505347,1
https://openalex.org/A5006215958,https://openalex.org/A5081524121,1
https://openalex.org/A5006215958,https://openalex.org/A5082000265,1
https://openalex.org/A5006215958,https://openalex.org/A5083528596,1
https://openalex.org/A5006215958,https://openalex.org/A5086148004,1
https://openalex.org/A5006215958,https://openalex.org/A5086635152,1
https://openalex.org/A5006215958,https://openalex.org/A5090009163,1
https://openalex.org/A5006215958,https://openalex.org/A5101785022,1
https://openalex.org/A5006215958,https://openalex.org/A5103134481,1
https://openalex.org/A5006215958,https://openalex.org/A5104108927,1
https://openalex.org/A5006215958,https://openalex.org/A5107936554,1
https://openalex.org/A5006215958,https://openalex.org/A5108072182,1
https://openalex.org/A5006215958,https://openalex.org/A5108091448,1
https://openalex.org/A5006215958,https://openalex.org/A5108144975,1
https://openalex.org/A5006215958,https://openalex.org/A5109157215,1
https://openalex.org/A5006215958,https://openalex.org/A5109602539,1
https://openalex.org/A5006215958,https://openalex.org/A5112818613,1
https://openalex.org/A5006215958,https://openalex.org/A5112902933,1
https://openalex.org/A5006215958,https://openalex.org/A5113796817,1
https://openalex.org/A5006215958,https://openalex.org/A5114045132,1
https://openalex.org/A5006215958,https://openalex.org/A5114045133,1
https://openalex.org/A5006679927,https://openalex.org/A5007695310,1
https://openalex.org/A5006679927,https://openalex.org/A5008571658,1
https://openalex.org/A5006679927,https://openalex.org/A5008575290,1
https://openalex.org/A5006679927,https://openalex.org/A5011882746,1
https://openalex.org/A5006679927,https://openalex.org/A5015452463,1
https://openalex.org/A5006679927,https://openalex.org/A5017453435,1
https://openalex.org/A5006679927,https://openalex.org/A5018408477,1
https://openalex.org/A5006679927,https://openalex.org/A5019826465,1
https://openalex.org/A5006679927,https://openalex.org/A5025481201,1
https://openalex.org/A5006679927,https://openalex.org/A5032994640,1
https://openalex.org/A5006679927,https://openalex.org/A5033150664,1
https://openalex.org/A5006679927,https://openalex.org/A5033683059,1
https://openalex.org/A5006679927,https://openalex.org/A5034248834,1
https://openalex.org/A5006679927,https://openalex.org/A5035078504,1
https://openalex.org/A5006679927,https://openalex.org/A5041516869,1
https://openalex.org/A5006679927,https://openalex.org/A5042194412,1
https://openalex.org/A5006679927,https://openalex.org/A5044113079,1
https://openalex.org/A5006679927,https://openalex.org/A5045996720,1
https://openalex.org/A5006679927,https://openalex.org/A5048622877,1
https://openalex.org/A5006679927,https://openalex.org/A5049268821,1
https://openalex.org/A5006679927,https://openalex.org/A5050603102,1
https://openalex.org/A5006679927,https://openalex.org/A5056774275,1
https://openalex.org/A5006679927,https://openalex.org/A5056984467,1
https://openalex.org/A5006679927,https://openalex.org/A5057159975,1
https://openalex.org/A5006679927,https://openalex.org/A5057695278,1
https://openalex.org/A5006679927,https://openalex.org/A5060691228,1
https://openalex.org/A5006679927,https://openalex.org/A5060897112,1
https://openalex.org/A5006679927,https://openalex.org/A5061235109,1
https://openalex.org/A5006679927,https://openalex.org/A5061717541,1
https://openalex.org/A5006679927,https://openalex.org/A5062073470,1
https://openalex.org/A5006679927,https://openalex.org/A5064998398,1
https://openalex.org/A5006679927,https://openalex.org/A5065568454,1
https://openalex.org/A5006679927,https://openalex.org/A5065964282,1
https://openalex.org/A5006679927,https://openalex.org/A5067043429,1
https://openalex.org/A5006679927,https://openalex.org/A5067377847,1
https://openalex.org/A5006679927,https://openalex.org/A5067653484,1
https://openalex.org/A5006679927,https://openalex.org/A5068663980,1
https://openalex.org/A5006679927,https://openalex.org/A5070017829,1
https://openalex.org/A5006679927,https://openalex.org/A5070124847,1
https://openalex.org/A5006679927,https://openalex.org/A5072261829,1
https://openalex.org/A5006679927,https://openalex.org/A5072512285,1
https://openalex.org/A5006679927,https://openalex.org/A5074068450,1
https://openalex.org/A5006679927,https://openalex.org/A5074257477,1
https://openalex.org/A5006679927,https://openalex.org/A5075496480,1
https://openalex.org/A5006679927,https://openalex.org/A5075871949,1
https://openalex.org/A5006679927,https://openalex.org/A5078874795,1
https://openalex.org/A5006679927,https://openalex.org/A5080152304,1
https://openalex.org/A5006679927,https://openalex.org/A5080505347,1
https://openalex.org/A5006679927,https://openalex.org/A5081524121,1
https://openalex.org/A5006679927,https://openalex.org/A5082000265,1
https://openalex.org/A5006679927,https://openalex.org/A5083528596,1
https://openalex.org/A5006679927,https://openalex.org/A5086148004,1
https://openalex.org/A5006679927,https://openalex.org/A5086635152,1
https://openalex.org/A5006679927,https://openalex.org/A5090009163,1
https://openalex.org/A5006679927,https://openalex.org/A5101785022,1
https://openalex.org/A5006679927,https://openalex.org/A5103134481,1
https://openalex.org/A5006679927,https://openalex.org/A5104108927,1
https://openalex.org/A5006679927,https://openalex.org/A5107936554,1
https://openalex.org/A5006679927,https://openalex.org/A5108072182,1
https://openalex.org/A5006679927,https://openalex.org/A5108091448,1
https://openalex.org/A5006679927,https://openalex.org/A5108144975,1
https://openalex.org/A5006679927,https://openalex.org/A5109157215,1
https://openalex.org/A5006679927,https://openalex.org/A5109602539,1
https://openalex.org/A5006679927,https://openalex.org/A5112818613,1
https://openalex.org/A5006679927,https://openalex.org/A5112902933,1
https://openalex.org/A5006679927,https://openalex.org/A5113796817,1
https://openalex.org/A5006679927,https://openalex.org/A5114045132,1
https://openalex.org/A5006679927,https://openalex.org/A5114045133,1
https://openalex.org/A5007695310,https://openalex.org/A5008571658,1
https://openalex.org/A5007695310,https://openalex.org/A5008575290,1
https://openalex.org/A5007695310,https://openalex.org/A5011882746,1
https://openalex.org/A5007695310,https://openalex.org/A5015452463,1
https://openalex.org/A5007695310,https://openalex.org/A5017453435,1
https://openalex.org/A5007695310,https://openalex.org/A5018408477,1
https://openalex.org/A5007695310,https://openalex.org/A5019826465,1
https://openalex.org/A5007695310,https://openalex.org/A5025481201,1
https://openalex.org/A5007695310,https://openalex.org/A5032994640,2
https://openalex.org/A5007695310,https://openalex.org/A5033150664,1
https://openalex.org/A5007695310,https://openalex.org/A5033683059,1
https://openalex.org/A5007695310,https://openalex.org/A5034248834,2
https://openalex.org/A5007695310,https://openalex.org/A5035078504,1
https://openalex.org/A5007695310,https://openalex.org/A5041516869,1
https://openalex.org/A5007695310,https://openalex.org/A5042194412,1
https://openalex.org/A5007695310,https://openalex.org/A5044113079,1
https://openalex.org/A5007695310,https://openalex.org/A5045996720,1
https://openalex.org/A5007695310,https://openalex.org/A5048622877,2
https://openalex.org/A5007695310,https://openalex.org/A5049268821,1
https://openalex.org/A5007695310,https://openalex.org/A5050603102,1
https://openalex.org/A5007695310,https://openalex.org/A5056774275,1
https://openalex.org/A5007695310,https://openalex.org/A5056984467,1
https://openalex.org/A5007695310,https://openalex.org/A5057159975,1
https://openalex.org/A5007695310,https://openalex.org/A5057695278,1
https://openalex.org/A5007695310,https://openalex.org/A5060691228,1
https://openalex.org/A5007695310,https://openalex.org/A5060897112,1
https://openalex.org/A5007695310,https://openalex.org/A5061235109,1
https://openalex.org/A5007695310,https://openalex.org/A5061717541,1
https://openalex.org/A5007695310,https://openalex.org/A5062073470,1
https://openalex.org/A5007695310,https://openalex.org/A5064998398,1
https://openalex.org/A5007695310,https://openalex.org/A5065568454,1
https://openalex.org/A5007695310,https://openalex.org/A5065964282,1
https://openalex.org/A5007695310,https://openalex.org/A5067043429,1
https://openalex.org/A5007695310,https://openalex.org/A5067377847,1
https://openalex.org/A5007695310,https://openalex.org/A5067653484,1
https://openalex.org/A5007695310,https://openalex.org/A5068663980,1
https://openalex.org/A5007695310,https://openalex.org/A5070017829,1
https://openalex.org/A5007695310,https://openalex.org/A5070124847,1
https://openalex.org/A5007695310,https://openalex.org/A5072261829,2
https://openalex.org/A5007695310,https://openalex.org/A5072512285,1
https://openalex.org/A5007695310,https://openalex.org/A5074068450,1
https://openalex.org/A5007695310,https://openalex.org/A5074257477,1
https://openalex.org/A5007695310,https://openalex.org/A5075496480,1
https://openalex.org/A5007695310,https://openalex.org/A5075871949,1
https://openalex.org/A5007695310,https://openalex.org/A5078874795,1
https://openalex.org/A5007695310,https://openalex.org/A5080152304,1
https://openalex.org/A5007695310,https://openalex.org/A5080505347,1
https://openalex.org/A5007695310,https://openalex.org/A5081524121,1
https://openalex.org/A5007695310,https://openalex.org/A5082000265,1
https://openalex.org/A5007695310,https://openalex.org/A5083528596,1
https://openalex.org/A5007695310,https://openalex.org/A5086148004,1
https://openalex.org/A5007695310,https://openalex.org/A5086635152,1
https://openalex.org/A5007695310,https://openalex.org/A5090009163,1
https://openalex.org/A5007695310,https://openalex.org/A5101785022,1
https://openalex.org/A5007695310,https://openalex.org/A5103134481,1
https://openalex.org/A5007695310,https://openalex.org/A5104108927,1
https://openalex.org/A5007695310,https://openalex.org/A5107936554,1
https://openalex.org/A5007695310,https://openalex.org/A5108072182,1
https://openalex.org/A5007695310,https://openalex.org/A5108091448,1
https://openalex.org/A5007695310,https://openalex.org/A5108144975,1
https://openalex.org/A5007695310,https://openalex.org/A5109157215,1
https://openalex.org/A5007695310,https://openalex.org/A5109602539,1
https://openalex.org/A5007695310,https://openalex.org/A5112818613,1
https://openalex.org/A5007695310,https://openalex.org/A5112902933,1
https://openalex.org/A5007695310,https://openalex.org/A5113796817,1
https://openalex.org/A5007695310,https://openalex.org/A5114045132,1
https://openalex.org/A5007695310,https://openalex.org/A5114045133,1
https://openalex.org/A5008571658,https://openalex.org/A5008575290,1
https://openalex.org/A5008571658,https://openalex.org/A5011882746,1
https://openalex.org/A5008571658,https://openalex.org/A5015452463,1
https://openalex.org/A5008571658,https://openalex.org/A5017453435,1
https://openalex.org/A5008571658,https://openalex.org/A5018408477,1
https://openalex.org/A5008571658,https://openalex.org/A5019826465,1
https://openalex.org/A5008571658,https://openalex.org/A5025481201,1
https://openalex.org/A5008571658,https://openalex.org/A5032994640,1
https://openalex.org/A5008571658,https://openalex.org/A5033150664,1
https://openalex.org/A5008571658,https://openalex.org/A5033683059,1
https://openalex.org/A5008571658,https://openalex.org/A5034248834,1
https://openalex.org/A5008571658,https://openalex.org/A5035078504,1
https://openalex.org/A5008571658,https://openalex.org/A5041516869,1
https://openalex.org/A5008571658,https://openalex.org/A5042194412,1
https://openalex.org/A5008571658,https://openalex.org/A5044113079,1
https://openalex.org/A5008571658,https://openalex.org/A5045996720,1
https://openalex.org/A5008571658,https://openalex.org/A5048622877,1
https://openalex.org/A5008571658,https://openalex.org/A5049268821,1
https://openalex.org/A5008571658,https://openalex.org/A5050603102,1
https://openalex.org/A5008571658,https://openalex.org/A5056774275,1
https://openalex.org/A5008571658,https://openalex.org/A5056984467,1
https://openalex.org/A5008571658,https://openalex.org/A5057159975,1
https://openalex.org/A5008571658,https://openalex.org/A5057695278,1
https://openalex.org/A5008571658,https://openalex.org/A5060691228,1
https://openalex.org/A5008571658,https://openalex.org/A5060897112,1
https://openalex.org/A5008571658,https://openalex.org/A5061235109,1
https://openalex.org/A5008571658,https://openalex.org/A5061717541,1
https://openalex.org/A5008571658,https://openalex.org/A5062073470,1
https://openalex.org/A5008571658,https://openalex.org/A5064998398,1
https://openalex.org/A5008571658,https://openalex.org/A5065568454,1
https://openalex.org/A5008571658,https://openalex.org/A5065964282,1
https://openalex.org/A5008571658,https://openalex.org/A5067043429,1
https://openalex.org/A5008571658,https://openalex.org/A5067377847,1
https://openalex.org/A5008571658,https://openalex.org/A5067653484,1
https://openalex.org/A5008571658,https://openalex.org/A5068663980,1
https://openalex.org/A5008571658,https://openalex.org/A5070017829,1
https://openalex.org/A5008571658,https://openalex.org/A5070124847,1
https://openalex.org/A5008571658,https://openalex.org/A5072261829,1
https://openalex.org/A5008571658,https://openalex.org/A5072512285,1
https://openalex.org/A5008571658,https://openalex.org/A5074068450,1
https://openalex.org/A5008571658,https://openalex.org/A5074257477,1
https://openalex.org/A5008571658,https://openalex.org/A5075496480,1
https://openalex.org/A5008571658,https://openalex.org/A5075871949,1
https://openalex.org/A5008571658,https://openalex.org/A5078874795,1
https://openalex.org/A5008571658,https://openalex.org/A5080152304,1
https://openalex.org/A5008571658,https://openalex.org/A5080505347,1
https://openalex.org/A5008571658,https://openalex.org/A5081524121,1
https://openalex.org/A5008571658,https://openalex.org/A5082000265,1
